ResponseId,MainBranch,Age,Employment,RemoteWork,EdLevel,YearsCode,YearsCodePro,DevType,OrgSize,Country,AIDevHaveWorkedWith,SOAI,AISelect,AISent,AIBen,AIToolInterested in Using,AIToolCurrently Using,AIToolNot interested in Using,AINextVery different,AINextNeither different nor similar,AINextSomewhat similar,AINextVery similar,WorkExp,Industry,SurveyLength,SurveyEase,ConvertedCompYearly,SurveyYear
7894,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",21,7,"Developer, front-end",500 to 999 employees,Italy,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,139216,2023
7895,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,5,Product manager,"5,000 to 9,999 employees",New Zealand,NA,I don't want chatbots - the AI needs to be very focused to the problem domain.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Financial Services,Appropriate in length,Easy,84983,2023
7896,I am a developer by profession,35-44 years old,"Employed, full-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",17,11,Data or business analyst,20 to 99 employees,Hong Kong (S.A.R.),GitHub Copilot;Tabnine,NA,Yes,Very favorable,Neither trust nor distrust,Learning about a codebase;Documenting code,Writing code,Project planning;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,,,,11,Financial Services,Appropriate in length,Neither easy nor difficult,NA,2023
7897,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,5,"Developer, back-end","10,000 or more employees",Israel,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,Financial Services,Appropriate in length,Easy,106912,2023
7898,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,7,Data scientist or machine learning specialist,"10,000 or more employees",Australia,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Retail and Consumer Services,Appropriate in length,Neither easy nor difficult,118987,2023
7899,I am a developer by profession,35-44 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",22,18,Other (please specify):,100 to 499 employees,New Zealand,NA,"That would be awesome, better titles, better question content, easier moderation.",Yes,Favorable,Somewhat trust,Project planning;Documenting code;Debugging and getting help;Collaborating with teammates ,Writing code;Testing code,Learning about a codebase;Committing and reviewing code;Deployment and monitoring,,,,,18,Financial Services,Appropriate in length,Easy,97123,2023
7900,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25,15,"Developer, full-stack","10,000 or more employees",Canada,GitHub Copilot,Neutral,Yes,Favorable,Somewhat trust,Learning about a codebase;Writing code;Testing code,Writing code;Debugging and getting help,Project planning;Documenting code,,,,,26,"Manufacturing, Transportation, or Supply Chain",Appropriate in length,Easy,74351,2023
7901,I am a developer by profession,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",9,3,"Developer, full-stack","10,000 or more employees",Australia,NA,AI could provide insight about how questions could be better formatted/worded to prevent human moderators making simple comments/amendments after its posted,Yes,Indifferent,Somewhat distrust,Debugging and getting help;Committing and reviewing code;Deployment and monitoring,Learning about a codebase,Project planning;Collaborating with teammates ,,,Learning about a codebase,,3,Financial Services,Appropriate in length,Easy,52883,2023
7902,I am a developer by profession,55-64 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",45,30,"Developer, back-end",20 to 99 employees,New Zealand,NA,"necessary, but they must improve",Yes,Unfavorable,Somewhat distrust,Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring,Writing code,,,,,,NA,NA,Too long,Easy,NA,2023
7903,I am a developer by profession,35-44 years old,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,NA,"Engineer, data",NA,United States of America,NA,"don't do it, your forum will become a further echo chamber. please don't chatbot useful but snarky replies we already get from bored devs. just try to download ms edge and use the bing discovery feature you will have VERBOSE annoying chatbot noise all over your site. Stack overflow is useful for the diamond in the rough useful answers from the grey beards not the mean answers so if you train on top upvotes or whatever you're doing us a disservice.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,"Manufacturing, Transportation, or Supply Chain",Appropriate in length,Easy,NA,2023
7904,I am a developer by profession,35-44 years old,"Independent contractor, freelancer, or self-employed",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",31,20,"Developer, full-stack",2 to 9 employees,Australia,NA,Tread very carefully,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,NA,2023
7905,"I used to be a developer by profession, but no longer am",45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,8,Engineering manager,NA,Australia,NA,"Sure, if it helps! Merging duplicates.  Can it help with search?","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
7906,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,4,"Developer, full-stack","1,000 to 4,999 employees",United States of America,NA,"I'm fine with it. These days, simple code questions can be answered by bots like chat gpt",Yes,Very favorable,Somewhat trust,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code,Writing code,,Writing code,,,,4,Financial Services,Appropriate in length,Easy,156000,2023
7907,I am a developer by profession,55-64 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",36,35,"Developer, full-stack",2 to 9 employees,Australia,NA,NA,Yes,Very favorable,Somewhat trust,Learning about a codebase;Project planning;Documenting code;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Debugging and getting help,,,,,,40,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,66104,2023
7908,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,16,"Developer, back-end",100 to 499 employees,Australia,NA,Helping to find the most up to date answers that resolve the issues. Helping to proofread and organize the post.,Yes,Favorable,Neither trust nor distrust,Learning about a codebase;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code,Writing code,Deployment and monitoring;Collaborating with teammates ,,,,,16,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,111055,2023
7909,I am a developer by profession,25-34 years old,"Employed, full-time;Student, part-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,NA,"Developer, desktop or enterprise applications",NA,United States of America,NA,Go for it. I think it will result in better questions and responses.,Yes,Favorable,Somewhat distrust,Learning about a codebase;Project planning;Testing code,Writing code;Debugging and getting help,Documenting code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,,,,,5,Financial Services,Appropriate in length,Easy,NA,2023
7910,I am a developer by profession,18-24 years old,"Employed, part-time;Student, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,NA,Student,NA,France,GitHub Copilot,NA,Yes,Very favorable,Neither trust nor distrust,Learning about a codebase;Project planning;Testing code;Committing and reviewing code;Deployment and monitoring,Writing code;Documenting code;Debugging and getting help,Collaborating with teammates ,Writing code;Debugging and getting help,,,,NA,NA,Appropriate in length,Easy,NA,2023
7911,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,8,6,"Developer, mobile",20 to 99 employees,United States of America,GitHub Copilot,"Automatically generate an AI response to questions under a separate banner ""AI generated response""",Yes,Favorable,Somewhat trust,Project planning;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase;Writing code;Documenting code,,,,,,7,Higher Education,Appropriate in length,Neither easy nor difficult,350000,2023
7912,I code primarily as a hobby,Under 18 years old,"Student, full-time",NA,Primary/elementary school,4,NA,NA,NA,United States of America,Tabnine,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
7913,"I used to be a developer by profession, but no longer am",25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,10,Engineering manager,NA,Philippines,NA,Make relevant terms more searchable,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,NA,2023
7914,I am a developer by profession,18-24 years old,"Employed, full-time",In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",9,5,"Developer, back-end",20 to 99 employees,South Korea,GitHub Copilot,whatever,Yes,Very favorable,Neither trust nor distrust,Learning about a codebase;Documenting code;Debugging and getting help,Writing code;Testing code,,,,Writing code;Testing code,,NA,NA,Appropriate in length,Neither easy nor difficult,43093,2023
7915,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",8,3,"Developer, full-stack",100 to 499 employees,Malaysia,GitHub Copilot,"I think it would be a great improvement to the platform. There's a lot of thing that AI can do to improve the platform like fixing typos, improve question wording for better understanding or reach, fixing typos or improve wording in comment, suggest user a questions based on their past involvement or answer in the past.",Yes,Very favorable,Somewhat trust,Project planning,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code,Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Debugging and getting help,,,,3,Retail and Consumer Services,Too long,Neither easy nor difficult,9173,2023
7916,I am a developer by profession,45-54 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",30,27,Engineering manager,"10,000 or more employees",Brazil,Tabnine,I thought na it will be a good idea,Yes,Very favorable,Highly distrust,Learning about a codebase;Project planning;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Testing code,,,,,,30,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,60863,2023
7917,I am a developer by profession,18-24 years old,"Student, full-time;Employed, part-time",In-person,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11,NA,Student,NA,United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too short,Easy,NA,2023
7918,I am a developer by profession,25-34 years old,"Not employed, but looking for work",NA,Some college/university study without earning a degree,16,NA,DevOps specialist,NA,Brazil,NA,NA,Yes,Very favorable,Somewhat distrust,Project planning;Documenting code;Testing code,Learning about a codebase;Writing code;Debugging and getting help,,Debugging and getting help,,,,NA,NA,Too short,Easy,NA,2023
7919,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",13,10,"Developer, back-end",500 to 999 employees,Republic of Korea,NA,I have no idea.,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,Higher Education,Appropriate in length,Neither easy nor difficult,43093,2023
7920,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,7,"Developer, front-end","10,000 or more employees",United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,Appropriate in length,Easy,170000,2023
7921,I am a developer by profession,25-34 years old,"Employed, full-time;Student, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,NA,"Developer, front-end",NA,Estonia,GitHub Copilot,Summarize threads or answers,Yes,Favorable,Somewhat trust,Documenting code,Learning about a codebase;Writing code;Debugging and getting help;Testing code,,,Writing code,,,17,Healthcare,Appropriate in length,Neither easy nor difficult,NA,2023
7922,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",25,19,"Developer, full-stack","1,000 to 4,999 employees",New Zealand,GitHub Copilot,"I think with the way that Stack Overflow is already granularly indexed by existing AI search (e.g. Bing AI, which I use nearly every day), there wouldn't be much value in the search aspect, which is the first I thought of.  I think it could be useful in helping people refine their questions by wording them more clearly.",Yes,Very favorable,Somewhat trust,Learning about a codebase;Project planning;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Debugging and getting help,,,,,,19,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,84376,2023
7923,I am a developer by profession,45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,15,"Developer, back-end",100 to 499 employees,United States of America,NA,"Neutral opinion.  It could be used to detect mean-spirited contributors, to be considered for shadow-banning.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,Insurance,Appropriate in length,Easy,198000,2023
7924,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",9,9,Blockchain,10 to 19 employees,South Korea,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,Financial Services,Appropriate in length,Easy,92342,2023
7925,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,"Associate degree (A.A., A.S., etc.)",12,9,"Developer, front-end",100 to 499 employees,South Korea,AWS CodeWhisperer;GitHub Copilot,I think it will be good to provide an AI service to get an answer that I want to know in issues.,Yes,Very favorable,Neither trust nor distrust,Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase,Writing code,Learning about a codebase,,,,9,NA,Too long,Neither easy nor difficult,38476,2023
7926,I am a developer by profession,18-24 years old,"Independent contractor, freelancer, or self-employed;Student, full-time;Employed, part-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",7,NA,"Developer, full-stack",NA,Australia,NA,"AI as a tool is probably fine, but AI should probably not post answers","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
7927,I am a developer by profession,18-24 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,Less than 1 year,"Developer, back-end",I don’t know,Russian Federation,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Too long,Easy,19801,2023
7928,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,11,"Developer, desktop or enterprise applications",100 to 499 employees,Canada,GitHub Copilot,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,74351,2023
7929,I am a developer by profession,25-34 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18,10,"Developer, full-stack","5,000 to 9,999 employees",Australia,NA,NA,"No, but I plan to soon",Favorable,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,79325,2023
7930,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",19,14,"Developer, full-stack",20 to 99 employees,Japan,GitHub Copilot,It's positive.,Yes,Favorable,Neither trust nor distrust,Project planning;Writing code;Documenting code;Debugging and getting help;Testing code,Writing code,,,,,,14,"Information Services, IT, Software Development, or other Technology",NA,NA,NA,2023
7931,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",32,20,"Developer, desktop or enterprise applications",100 to 499 employees,United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,"Information Services, IT, Software Development, or other Technology",Too long,Difficult,145000,2023
7932,I am a developer by profession,35-44 years old,"Employed, full-time",In-person,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20,15,"Developer, desktop or enterprise applications",20 to 99 employees,Japan,GitHub Copilot,NA,Yes,Very favorable,Somewhat trust,Documenting code;Debugging and getting help;Testing code;Committing and reviewing code,Writing code,Learning about a codebase;Project planning;Deployment and monitoring;Collaborating with teammates ,,,,,16,"Manufacturing, Transportation, or Supply Chain",Appropriate in length,Neither easy nor difficult,71683,2023
7933,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",10,3,"Developer, back-end","10,000 or more employees",United States of America,NA,NA,"No, but I plan to soon",Indifferent,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,7,Retail and Consumer Services,Appropriate in length,Easy,192000,2023
7934,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)",Some college/university study without earning a degree,23,22,Other (please specify):,100 to 499 employees,New Zealand,GitHub Copilot,"Improving titles, questions, responses and code samples all seem valuable",Yes,Very favorable,Neither trust nor distrust,Learning about a codebase;Debugging and getting help;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Testing code,Project planning,Writing code;Testing code,,,,25,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,182106,2023
7935,I am a developer by profession,45-54 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20,16,"Developer, embedded applications or devices","1,000 to 4,999 employees",South Korea,NA,NA,"No, but I plan to soon",Favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,16,NA,Appropriate in length,Neither easy nor difficult,138512,2023
7936,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",3,3,"Developer, full-stack",20 to 99 employees,India,NA,No good,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Information Services, IT, Software Development, or other Technology",Too long,Difficult,12117,2023
7937,"I am not primarily a developer, but I write code sometimes as part of my work/studies",35-44 years old,"Independent contractor, freelancer, or self-employed;Not employed, but looking for work",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,NA,"Developer, full-stack",NA,Brazil,NA,impartial / find the most relevant topic (question),"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
7938,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",12,8,"Developer, back-end","10,000 or more employees",United States of America,NA,Don’t. Not yet.,Yes,Indifferent,Somewhat trust,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code,Writing code;Documenting code,Deployment and monitoring;Collaborating with teammates ,Documenting code,,,,8,"Information Services, IT, Software Development, or other Technology",Too long,Easy,240000,2023
7939,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",6,3,"Developer, full-stack",100 to 499 employees,Brazil,NA,"Positive, if labeled that is was generated by AI, and if it is used only for improvement with guidence of a human.",Yes,Very favorable,Neither trust nor distrust,Project planning;Documenting code,Writing code;Debugging and getting help;Testing code;Deployment and monitoring,Learning about a codebase;Committing and reviewing code;Collaborating with teammates ,,,,,3,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Neither easy nor difficult,8138,2023
7940,I am a developer by profession,25-34 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,2,"Developer, desktop or enterprise applications",100 to 499 employees,Pakistan,NA,NA,Yes,Very favorable,Highly trust,Learning about a codebase;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring,Learning about a codebase;Writing code;Debugging and getting help,Project planning;Collaborating with teammates ,,,,,3,Other,Appropriate in length,Easy,NA,2023
7941,I am a developer by profession,45-54 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",21,16,"Developer, full-stack",10 to 19 employees,Australia,NA,NA,"No, but I plan to soon",Favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,21,NA,Appropriate in length,Easy,58832,2023
7942,I am a developer by profession,55-64 years old,"Employed, full-time",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",15,10,"Developer, full-stack",500 to 999 employees,United States of America,GitHub Copilot,Formatting questions. Suggesting existing answers. Reducing poor quality questions and answers.,Yes,Favorable,Neither trust nor distrust,Learning about a codebase;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code,Project planning,,Writing code,,,15,"Manufacturing, Transportation, or Supply Chain",Appropriate in length,Neither easy nor difficult,96000,2023
7943,I am a developer by profession,25-34 years old,"Not employed, but looking for work;Student, full-time",NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",10,NA,Academic researcher,NA,Japan,NA,Find answers that fit my specific problem,Yes,Favorable,Neither trust nor distrust,Learning about a codebase;Project planning;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring,Writing code,Collaborating with teammates ,Writing code,,,,NA,NA,Appropriate in length,Easy,NA,2023
7944,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",15,11,Research & Development role,500 to 999 employees,Australia,GitHub Copilot;Tabnine,Good. Do More.,Yes,Favorable,Highly distrust,Learning about a codebase;Deployment and monitoring,Writing code;Documenting code;Debugging and getting help;Testing code,Project planning;Committing and reviewing code;Collaborating with teammates ,Writing code;Documenting code;Debugging and getting help;Testing code,,,,15,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,145429,2023
7945,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Associate degree (A.A., A.S., etc.)",6,3,"Developer, back-end","1,000 to 4,999 employees",Singapore,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Information Services, IT, Software Development, or other Technology",Too short,Easy,49655,2023
7946,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",16,10,"Developer, full-stack","10,000 or more employees",Australia,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Too long,Easy,NA,2023
7947,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",14,13,Cloud infrastructure engineer,100 to 499 employees,Australia,AWS CodeWhisperer;GitHub Copilot,Probably finding official documentation to support people's answers and linking that instead,Yes,Very favorable,Somewhat trust,Learning about a codebase;Project planning;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Writing code;Documenting code;Debugging and getting help;Testing code,,Documenting code;Testing code,,,,NA,NA,Appropriate in length,Easy,87257,2023
7948,I am a developer by profession,35-44 years old,"Employed, full-time",Remote,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",14,10,Data scientist or machine learning specialist,"10,000 or more employees",United States of America,NA,Sure,"No, but I plan to soon",Indifferent,Highly distrust,NA,NA,NA,NA,NA,NA,NA,10,Retail and Consumer Services,Appropriate in length,Easy,362000,2023
7949,I am a developer by profession,25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",8,3,"Developer, back-end","5,000 to 9,999 employees",United States of America,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Easy,NA,2023
7950,I am a developer by profession,18-24 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5,3,"Engineer, data","1,000 to 4,999 employees",Canada,NA,NA,"No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Appropriate in length,Easy,52046,2023
7951,I am a developer by profession,18-24 years old,"Employed, full-time;Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",12,7,"Developer, full-stack",100 to 499 employees,Australia,GitHub Copilot,Better duplicate recommendations / automatic detection of bad questions / automatic closure,"No, but I plan to soon",Indifferent,Highly distrust,NA,NA,NA,NA,NA,NA,NA,7,Other,Too short,Easy,99156,2023
7952,I am a developer by profession,45-54 years old,"Employed, full-time",In-person,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,21,"Developer, mobile",100 to 499 employees,South Korea,NA,NA,"No, but I plan to soon",Favorable,Neither trust nor distrust,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appropriate in length,Neither easy nor difficult,65409,2023
7953,I am a developer by profession,45-54 years old,"Independent contractor, freelancer, or self-employed",Remote,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",36,31,"Developer, full-stack",2 to 9 employees,Canada,NA,NA,"No, but I plan to soon",Favorable,Somewhat distrust,NA,NA,NA,NA,NA,NA,NA,35,Higher Education,Appropriate in length,Easy,NA,2023
7954,"I am not primarily a developer, but I write code sometimes as part of my work/studies",25-34 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",16,8,Other (please specify):,"10,000 or more employees",Australia,NA,AI tools are still very questionable,Yes,Favorable,Highly distrust,Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code,Writing code;Debugging and getting help,Deployment and monitoring;Collaborating with teammates ,,,,,NA,NA,Too long,Neither easy nor difficult,NA,2023
7955,I am a developer by profession,35-44 years old,"Employed, full-time","Hybrid (some remote, some in-person)","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",23,20,"Developer, full-stack",100 to 499 employees,Australia,NA,NA,Yes,Very favorable,Somewhat distrust,Project planning;Documenting code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ,Learning about a codebase;Writing code;Debugging and getting help;Testing code,,,,,,NA,NA,Appropriate in length,Neither easy nor difficult,145429,2023
7956,I am a developer by profession,18-24 years old,"Independent contractor, freelancer, or self-employed",Remote,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",4,Less than 1 year,"Developer, full-stack",10 to 19 employees,Romania,GitHub Copilot,NA,Yes,Very favorable,Neither trust nor distrust,Learning about a codebase;Project planning;Writing code;Committing and reviewing code;Deployment and monitoring,Documenting code;Debugging and getting help;Testing code,Collaborating with teammates ,Documenting code;Testing code,,Debugging and getting help,,NA,NA,Appropriate in length,Easy,NA,2023
7957,I am a developer by profession,25-34 years old,"Employed, full-time",Remote,"Associate degree (A.A., A.S., etc.)",13,9,"Developer, front-end","10,000 or more employees",United States of America,NA,"Using AI to help *suggest* better titles, better formatting, and relevant questions might be a nice addition. Using AI to *take* actions is probably a bad idea.","No, and I don't plan to",NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Information Services, IT, Software Development, or other Technology",Appropriate in length,Easy,220000,2023
